key;app;id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;date_end;diff;censored
5501;vanilla;5179;56;0;plugins\editor\class.editor.plugin.php;356;536;ExcessiveMethodLength;Code Size Rules;#NAME?;EditorPlugin;;3;The method getEditorToolbar() has 181 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getEditorToolbar() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5502;vanilla;5191;56;0;plugins\editor\class.editor.plugin.php;719;861;ExcessiveMethodLength;Code Size Rules;#NAME?;EditorPlugin;;3;The method postController_editorUpload_create() has 143 lines of code. Current threshold is set to 100. Avoid really long methods.;The method postController_editorUpload_create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5503;vanilla;5222;56;0;plugins\editor\generate_thumbnail.php;48;714;ExcessiveMethodLength;Code Size Rules;#NAME?;;generate_thumbnail;3;The function generate_thumbnail() has 667 lines of code. Current threshold is set to 100. Avoid really long methods.;The function generate_thumbnail() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5504;vanilla;5353;58;0;applications\dashboard\views\settings\helper_functions.php;5;106;ExcessiveMethodLength;Code Size Rules;#NAME?;;getTutorials;3;The function getTutorials() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The function getTutorials() has  lines of code. Current threshold is set to . Avoid really long methods.;2.3;;2016-11-18;2019-10-28;1074;0
5505;vanilla;5356;58;0;applications\vanilla\controllers\class.discussionscontroller.php;191;292;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionsController;;3;The method unread() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method unread() has  lines of code. Current threshold is set to . Avoid really long methods.;2.3;;2016-11-18;2019-10-28;1074;0
5506;vanilla;5361;58;0;applications\vanilla\models\class.categorymodel.php;884;990;ExcessiveMethodLength;Code Size Rules;#NAME?;CategoryModel;;3;The method deleteAndReplace() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method deleteAndReplace() has  lines of code. Current threshold is set to . Avoid really long methods.;2.3;;2016-11-18;2019-10-28;1074;0
5507;vanilla;5423;58;0;library\core\class.bbcode.php;344;503;ExcessiveMethodLength;Code Size Rules;#NAME?;BBCode;;3;The method nbbc() has 160 lines of code. Current threshold is set to 100. Avoid really long methods.;The method nbbc() has  lines of code. Current threshold is set to . Avoid really long methods.;2.3;;2016-11-18;2019-10-28;1074;0
5508;vanilla;5488;58;0;library\core\functions.error.php;80;363;ExcessiveMethodLength;Code Size Rules;Core;;Gdn_ExceptionHandler;3;The function Gdn_ExceptionHandler() has 284 lines of code. Current threshold is set to 100. Avoid really long methods.;The function Gdn_ExceptionHandler() has  lines of code. Current threshold is set to . Avoid really long methods.;2.3;;2016-11-18;2019-10-28;1074;0
5509;vanilla;5685;59;0;applications\dashboard\controllers\class.settingscontroller.php;1472;1581;ExcessiveMethodLength;Code Size Rules;#NAME?;SettingsController;;3;The method registration() has 110 lines of code. Current threshold is set to 100. Avoid really long methods.;The method registration() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5510;vanilla;5698;59;0;applications\dashboard\controllers\class.setupcontroller.php;45;153;ExcessiveMethodLength;Code Size Rules;#NAME?;SetupController;;3;The method index() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5511;vanilla;5748;59;0;applications\dashboard\models\class.activitymodel.php;950;1051;ExcessiveMethodLength;Code Size Rules;#NAME?;ActivityModel;;3;The method email() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method email() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5512;vanilla;5779;59;0;applications\dashboard\models\class.logmodel.php;714;886;ExcessiveMethodLength;Code Size Rules;#NAME?;LogModel;;3;The method restoreOne() has 173 lines of code. Current threshold is set to 100. Avoid really long methods.;The method restoreOne() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5513;vanilla;5810;59;0;applications\dashboard\models\class.tagmodel.php;400;511;ExcessiveMethodLength;Code Size Rules;Tagging;TagModel;;3;The method saveDiscussion() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method saveDiscussion() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5514;vanilla;5922;59;0;applications\dashboard\settings\class.hooks.php;455;556;ExcessiveMethodLength;Code Size Rules;#NAME?;DashboardHooks;;3;The method settingsController_tags_create() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method settingsController_tags_create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5515;vanilla;5937;59;0;applications\dashboard\views\settings\helper_functions.php;117;279;ExcessiveMethodLength;Code Size Rules;#NAME?;;writeAddonMedia;3;The function writeAddonMedia() has 163 lines of code. Current threshold is set to 100. Avoid really long methods.;The function writeAddonMedia() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5516;vanilla;6009;59;0;applications\vanilla\controllers\class.discussionscontroller.php;689;812;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionsController;;3;The method tagged() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method tagged() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5517;vanilla;6038;59;0;applications\vanilla\controllers\class.vanillasettingscontroller.php;222;327;ExcessiveMethodLength;Code Size Rules;#NAME?;VanillaSettingsController;;3;The method floodControl() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method floodControl() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5518;vanilla;6055;59;0;applications\vanilla\controllers\class.vanillasettingscontroller.php;613;728;ExcessiveMethodLength;Code Size Rules;#NAME?;VanillaSettingsController;;3;The method editCategory() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The method editCategory() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5519;vanilla;6108;59;0;applications\vanilla\models\class.categorymodel.php;528;628;ExcessiveMethodLength;Code Size Rules;#NAME?;CategoryModel;;3;The method counts() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method counts() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5520;vanilla;6152;59;0;applications\vanilla\models\class.discussionmodel.php;986;1090;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionModel;;3;The method calculate() has 105 lines of code. Current threshold is set to 100. Avoid really long methods.;The method calculate() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5521;vanilla;6340;59;0;library\Vanilla\Addon.php;254;375;ExcessiveMethodLength;Code Size Rules;Vanilla;Addon;;3;The method scanInfoArray() has 122 lines of code. Current threshold is set to 100. Avoid really long methods.;The method scanInfoArray() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5522;vanilla;6580;59;0;library\core\class.form.php;2956;3057;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Form;;3;The method simple() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method simple() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5523;vanilla;6592;59;0;library\core\class.format.php;1235;1345;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Format;;3;The method links() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method links() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5524;vanilla;6595;59;74;library\core\class.format.php;1388;1612;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Format;;3;The method embedReplacement() has 225 lines of code. Current threshold is set to 100. Avoid really long methods.;The method embedReplacement() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;3.2;2017-12-23;2019-08-29;614;1
5525;vanilla;6771;59;0;plugins\Twitter\class.twitter.plugin.php;507;607;ExcessiveMethodLength;Code Size Rules;#NAME?;TwitterPlugin;;3;The method base_connectData_handler() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method base_connectData_handler() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5526;vanilla;6779;59;0;plugins\editor\class.editor.plugin.php;533;642;ExcessiveMethodLength;Code Size Rules;#NAME?;EditorPlugin;;3;The method base_render_before() has 110 lines of code. Current threshold is set to 100. Avoid really long methods.;The method base_render_before() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5527;vanilla;6792;59;0;plugins\stubcontent\class.stubcontent.plugin.php;201;424;ExcessiveMethodLength;Code Size Rules;#NAME?;StubContentPlugin;;3;The method insertContent() has 224 lines of code. Current threshold is set to 100. Avoid really long methods.;The method insertContent() has  lines of code. Current threshold is set to . Avoid really long methods.;2.5;;2017-12-23;2019-10-28;674;0
5528;vanilla;6866;61;0;applications\dashboard\models\ReflectionAction.php;216;334;ExcessiveMethodLength;Code Size Rules;Vanilla\Dashboard\Models;ReflectionAction;;3;The method makeOperation() has 119 lines of code. Current threshold is set to 100. Avoid really long methods.;The method makeOperation() has  lines of code. Current threshold is set to . Avoid really long methods.;2.6;;2018-05-15;2019-10-28;531;0
5529;vanilla;6905;61;0;applications\vanilla\controllers\api\DiscussionsApiController.php;358;480;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionsApiController;;3;The method index() has 123 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.6;;2018-05-15;2019-10-28;531;0
5530;vanilla;6918;61;0;applications\vanilla\controllers\class.vanillasettingscontroller.php;335;447;ExcessiveMethodLength;Code Size Rules;#NAME?;VanillaSettingsController;;3;The method addCategory() has 113 lines of code. Current threshold is set to 100. Avoid really long methods.;The method addCategory() has  lines of code. Current threshold is set to . Avoid really long methods.;2.6;;2018-05-15;2019-10-28;531;0
5531;vanilla;6994;61;0;library\core\class.controller.php;535;635;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method definitionList() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method definitionList() has  lines of code. Current threshold is set to . Avoid really long methods.;2.6;;2018-05-15;2019-10-28;531;0
5532;vanilla;7022;61;0;library\core\functions.general.php;905;1061;ExcessiveMethodLength;Code Size Rules;Core;;fetchPageInfo;3;The function fetchPageInfo() has 157 lines of code. Current threshold is set to 100. Avoid really long methods.;The function fetchPageInfo() has  lines of code. Current threshold is set to . Avoid really long methods.;2.6;;2018-05-15;2019-10-28;531;0
5533;vanilla;7071;65;0;applications\dashboard\controllers\api\AuthenticateApiController.php;429;529;ExcessiveMethodLength;Code Size Rules;#NAME?;AuthenticateApiController;;3;The method post() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method post() has  lines of code. Current threshold is set to . Avoid really long methods.;2.8;;2019-02-07;2019-10-28;263;0
5534;vanilla;7072;65;0;applications\dashboard\controllers\api\AuthenticateApiController.php;540;712;ExcessiveMethodLength;Code Size Rules;#NAME?;AuthenticateApiController;;3;The method post_linkUser() has 173 lines of code. Current threshold is set to 100. Avoid really long methods.;The method post_linkUser() has  lines of code. Current threshold is set to . Avoid really long methods.;2.8;;2019-02-07;2019-10-28;263;0
5535;vanilla;7109;65;0;applications\dashboard\models\ReflectionAction.php;117;225;ExcessiveMethodLength;Code Size Rules;Vanilla\Dashboard\Models;ReflectionAction;;3;The method reflectAction() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method reflectAction() has  lines of code. Current threshold is set to . Avoid really long methods.;2.8;;2019-02-07;2019-10-28;263;0
